"location","location_ascii","apoe","M","D","I-PGA","I-Sas","I-Tc","I-Td","II-PGA","II-Sas","II-Tc","II-Td","III-PGA","III-Sas","III-Tc","III-Td","IV-PGA","IV-Sas","IV-Tc","IV-Td","V-PGA","V-Sas","V-Tc","V-Td","VI-PGA","VI-Sas","VI-Tc","VI-Td"
"-42.5~173.0","-42.5~173.0","1/1000",7.7,"3.0",0.96,2.14,0.34,2.1,1.05,2.28,0.45,2.1,1.06,2.23,0.6,2.5,0.87,2.08,0.82,2.9,0.72,1.97,1.0,3.2,0.7,1.87,1.4,3.0
"-42.5~173.0","-42.5~173.0","1/2500",7.8,"3.0",1.41,3.21,0.36,2.1,1.53,3.34,0.48,2.3,1.51,3.19,0.64,2.9,1.17,2.9,0.93,3.1,0.92,2.71,1.2,3.2,0.88,2.48,1.6,3.5
"-42.5~173.1","-42.5~173.1","1/25",6.4,"0.0",0.11,0.24,0.26,1.0,0.13,0.28,0.31,1.0,0.15,0.32,0.36,1.1,0.16,0.36,0.42,1.2,0.16,0.38,0.46,1.3,0.17,0.42,0.51,1.4
"-42.5~173.1","-42.5~173.1","1/50",6.7,"0.0",0.18,0.39,0.27,1.1,0.21,0.44,0.33,1.2,0.23,0.5,0.39,1.2,0.24,0.54,0.45,1.4,0.23,0.56,0.51,1.5,0.24,0.6,0.57,1.7
"-42.5~173.1","-42.5~173.1","1/100",7.0,"0.0",0.28,0.6,0.28,1.4,0.32,0.68,0.35,1.3,0.35,0.73,0.43,1.5,0.34,0.77,0.51,1.7,0.32,0.78,0.58,1.9,0.32,0.81,0.67,2.2
"-42.5~173.1","-42.5~173.1","1/250",7.3,"0.0",0.47,1.03,0.31,1.7,0.53,1.13,0.39,1.7,0.56,1.17,0.5,1.9,0.51,1.18,0.6,2.4,0.45,1.16,0.72,2.5,0.45,1.14,0.93,2.5
"-42.5~173.1","-42.5~173.1","1/500",7.5,"0.0",0.68,1.51,0.33,1.9,0.76,1.63,0.42,2.0,0.78,1.64,0.55,2.2,0.68,1.58,0.71,2.7,0.58,1.51,0.89,2.8,0.57,1.46,1.2,2.7
"-42.5~173.1","-42.5~173.1","1/1000",7.7,"0.0",0.96,2.15,0.34,2.1,1.05,2.28,0.45,2.2,1.06,2.22,0.6,2.6,0.87,2.08,0.82,3.0,0.72,1.96,1.0,3.4,0.7,1.87,1.4,3.2
"-42.5~173.1","-42.5~173.1","1/2500",7.8,"0.0",1.44,3.25,0.36,2.3,1.55,3.37,0.48,2.5,1.53,3.23,0.65,3.0,1.18,2.93,0.94,3.3,0.93,2.74,1.2,3.4,0.9,2.5,1.7,3.3
"-42.5~173.2","-42.5~173.2","1/25",6.5,"4.0",0.11,0.23,0.26,1.0,0.12,0.27,0.31,1.0,0.14,0.31,0.36,1.1,0.15,0.34,0.42,1.2,0.16,0.37,0.45,1.3,0.17,0.4,0.52,1.4
"-42.5~173.2","-42.5~173.2","1/50",6.7,"4.0",0.17,0.37,0.27,1.2,0.2,0.42,0.33,1.2,0.22,0.47,0.39,1.3,0.23,0.52,0.45,1.5,0.23,0.54,0.51,1.6,0.23,0.58,0.57,1.8
"-42.5~173.2","-42.5~173.2","1/100",7.0,"4.0",0.26,0.57,0.29,1.4,0.3,0.65,0.35,1.4,0.33,0.7,0.43,1.5,0.33,0.74,0.51,1.8,0.31,0.76,0.57,2.0,0.31,0.78,0.67,2.2
"-42.5~173.2","-42.5~173.2","1/250",7.3,"4.0",0.45,0.99,0.31,1.7,0.51,1.09,0.39,1.7,0.54,1.13,0.49,2.0,0.5,1.14,0.6,2.4,0.44,1.12,0.72,2.5,0.44,1.1,0.92,2.6
"-42.5~173.2","-42.5~173.2","1/500",7.5,"4.0",0.65,1.45,0.33,1.8,0.73,1.56,0.42,1.9,0.75,1.57,0.54,2.3,0.66,1.52,0.7,2.7,0.56,1.46,0.87,2.8,0.55,1.41,1.1,3.1
"-42.5~173.2","-42.5~173.2","1/1000",7.7,"4.0",0.92,2.05,0.34,2.0,1.01,2.17,0.44,2.2,1.02,2.12,0.59,2.5,0.84,1.99,0.8,3.0,0.7,1.88,1.0,3.2,0.68,1.8,1.3,3.3
"-42.5~173.2","-42.5~173.2","1/2500",7.8,"4.0",1.36,3.08,0.35,2.2,1.46,3.18,0.47,2.3,1.44,3.02,0.63,3.0,1.12,2.75,0.91,3.2,0.9,2.58,1.2,3.1,0.86,2.38,1.6,3.4
"-42.5~173.3","-42.5~173.3","1/25",6.5,"8.0",0.1,0.22,0.26,1.0,0.12,0.25,0.32,1.1,0.13,0.29,0.37,1.1,0.15,0.33,0.42,1.2,0.15,0.35,0.46,1.3,0.16,0.39,0.51,1.4
"-42.5~173.3","-42.5~173.3","1/50",6.8,"8.0",0.16,0.35,0.28,1.1,0.19,0.4,0.33,1.3,0.21,0.45,0.4,1.3,0.22,0.49,0.46,1.5,0.22,0.52,0.51,1.6,0.23,0.56,0.57,1.8
"-42.5~173.3","-42.5~173.3","1/100",7.0,"8.0",0.25,0.55,0.29,1.4,0.29,0.62,0.35,1.5,0.32,0.67,0.43,1.6,0.32,0.71,0.52,1.7,0.3,0.73,0.57,2.0,0.31,0.76,0.67,2.2
"-42.5~173.3","-42.5~173.3","1/250",7.4,"8.0",0.43,0.94,0.31,1.7,0.49,1.04,0.39,1.7,0.52,1.08,0.49,1.9,0.48,1.09,0.6,2.3,0.43,1.08,0.71,2.5,0.43,1.07,0.9,2.6
"-42.5~173.3","-42.5~173.3","1/500",7.5,"8.0",0.62,1.37,0.32,1.9,0.69,1.48,0.41,2.0,0.72,1.49,0.54,2.2,0.63,1.46,0.68,2.7,0.54,1.41,0.84,2.8,0.54,1.36,1.1,2.8
"-42.5~173.3","-42.5~173.3","1/1000",7.7,"8.0",0.87,1.93,0.33,2.0,0.95,2.04,0.43,2.1,0.96,2.0,0.57,2.5,0.8,1.89,0.77,2.9,0.67,1.79,0.97,3.0,0.66,1.72,1.3,2.9
"-42.5~173.3","-42.5~173.3","1/2500",7.8,"8.0",1.28,2.9,0.33,2.2,1.37,2.97,0.45,2.3,1.35,2.81,0.61,2.8,1.06,2.56,0.87,3.1,0.86,2.4,1.1,3.3,0.83,2.26,1.5,3.3
"-42.5~173.4","-42.5~173.4","1/25",6.5,"11.0",0.1,0.2,0.28,1.0,0.11,0.24,0.32,1.1,0.13,0.28,0.37,1.1,0.14,0.31,0.43,1.3,0.15,0.34,0.46,1.3,0.15,0.38,0.51,1.4
"-42.5~173.4","-42.5~173.4","1/50",6.8,"11.0",0.15,0.33,0.28,1.2,0.18,0.38,0.34,1.2,0.2,0.43,0.4,1.3,0.22,0.48,0.46,1.5,0.21,0.5,0.51,1.6,0.22,0.54,0.57,1.8
"-42.5~173.4","-42.5~173.4","1/100",7.1,"11.0",0.24,0.52,0.29,1.5,0.28,0.59,0.36,1.4,0.31,0.65,0.43,1.6,0.31,0.69,0.51,1.8,0.29,0.71,0.57,2.0,0.3,0.73,0.67,2.2
"-42.5~173.4","-42.5~173.4","1/250",7.4,"11.0",0.41,0.91,0.31,1.7,0.47,1.0,0.39,1.7,0.5,1.04,0.49,1.9,0.47,1.06,0.59,2.3,0.42,1.05,0.7,2.5,0.42,1.04,0.89,2.5
"-42.5~173.4","-42.5~173.4","1/500",7.5,"11.0",0.6,1.32,0.32,1.9,0.67,1.43,0.41,1.9,0.69,1.44,0.53,2.2,0.61,1.41,0.66,2.7,0.53,1.37,0.82,2.7,0.53,1.32,1.1,2.7
"-42.5~173.4","-42.5~173.4","1/1000",7.7,"11.0",0.84,1.87,0.32,2.1,0.92,1.97,0.42,2.1,0.93,1.93,0.56,2.4,0.78,1.83,0.74,2.9,0.66,1.73,0.94,2.9,0.65,1.67,1.2,3.2
"-42.5~173.4","-42.5~173.4","1/2500",7.8,"11.0",1.25,2.82,0.32,2.1,1.33,2.87,0.43,2.3,1.31,2.71,0.59,2.7,1.04,2.47,0.83,3.1,0.84,2.3,1.1,3.0,0.82,2.19,1.4,3.3
"-42.5~173.5","-42.5~173.5","1/25",6.6,"14.0",0.09,0.2,0.27,1.0,0.11,0.23,0.32,1.1,0.12,0.27,0.37,1.2,0.13,0.3,0.43,1.3,0.14,0.33,0.46,1.3,0.15,0.36,0.52,1.4
"-42.5~173.5","-42.5~173.5","1/50",6.8,"14.0",0.15,0.32,0.28,1.3,0.17,0.37,0.34,1.3,0.2,0.42,0.4,1.3,0.21,0.46,0.46,1.5,0.21,0.49,0.51,1.6,0.21,0.52,0.58,1.8
"-42.5~173.5","-42.5~173.5","1/100",7.1,"14.0",0.23,0.51,0.29,1.5,0.27,0.57,0.36,1.5,0.3,0.63,0.43,1.6,0.3,0.67,0.51,1.8,0.28,0.69,0.57,2.0,0.29,0.72,0.66,2.2
"-42.5~173.5","-42.5~173.5","1/250",7.4,"14.0",0.41,0.89,0.31,1.7,0.46,0.97,0.39,1.8,0.49,1.02,0.49,1.9,0.46,1.03,0.59,2.3,0.41,1.03,0.69,2.5,0.41,1.02,0.88,2.5
"-42.5~173.5","-42.5~173.5","1/500",7.6,"14.0",0.59,1.3,0.32,1.8,0.66,1.4,0.4,2.0,0.68,1.42,0.52,2.2,0.6,1.39,0.65,2.7,0.53,1.34,0.81,2.7,0.52,1.3,1.0,3.1
"-42.5~173.5","-42.5~173.5","1/1000",7.7,"14.0",0.83,1.86,0.32,1.9,0.91,1.95,0.42,2.0,0.92,1.9,0.55,2.4,0.78,1.8,0.73,2.8,0.65,1.7,0.92,2.9,0.64,1.64,1.2,3.0
"-42.5~173.5","-42.5~173.5","1/2500",7.8,"14.0",1.25,2.83,0.32,2.0,1.33,2.86,0.43,2.2,1.3,2.69,0.58,2.7,1.03,2.44,0.82,3.0,0.84,2.27,1.1,2.8,0.82,2.16,1.4,3.2
"-42.5~173.6","-42.5~173.6","1/25",6.6,"17.0",0.09,0.19,0.28,1.0,0.1,0.22,0.33,1.1,0.12,0.26,0.37,1.2,0.13,0.29,0.43,1.3,0.14,0.32,0.46,1.4,0.14,0.35,0.52,1.4
"-42.5~173.6","-42.5~173.6","1/50",6.8,"17.0",0.14,0.31,0.28,1.3,0.17,0.36,0.34,1.3,0.19,0.41,0.4,1.3,0.2,0.45,0.46,1.5,0.2,0.47,0.52,1.6,0.21,0.51,0.58,1.8
"-42.5~173.6","-42.5~173.6","1/100",7.1,"17.0",0.23,0.5,0.29,1.5,0.26,0.56,0.36,1.5,0.29,0.62,0.43,1.6,0.29,0.65,0.52,1.8,0.28,0.67,0.58,2.0,0.29,0.7,0.66,2.2
"-42.5~173.6","-42.5~173.6","1/250",7.4,"17.0",0.4,0.87,0.31,1.7,0.45,0.96,0.38,1.8,0.48,1.0,0.48,2.0,0.45,1.01,0.59,2.3,0.41,1.01,0.68,2.5,0.41,1.01,0.86,2.6
"-42.5~173.6","-42.5~173.6","1/500",7.6,"17.0",0.58,1.29,0.31,1.9,0.65,1.38,0.4,1.9,0.67,1.39,0.52,2.1,0.6,1.36,0.65,2.6,0.52,1.32,0.8,2.7,0.52,1.28,1.0,3.0
"-42.5~173.6","-42.5~173.6","1/1000",7.7,"17.0",0.83,1.84,0.32,1.9,0.9,1.92,0.41,2.0,0.91,1.88,0.54,2.4,0.77,1.78,0.71,2.8,0.65,1.68,0.9,2.9,0.64,1.61,1.2,2.9
"-42.5~173.6","-42.5~173.6","1/2500",7.8,"17.0",1.26,2.83,0.31,2.0,1.33,2.85,0.42,2.1,1.3,2.66,0.57,2.6,1.03,2.41,0.8,3.0,0.83,2.24,1.0,3.3,0.81,2.13,1.4,3.0
"-42.5~173.7","-42.5~173.7","1/25",6.6,"19.0",0.09,0.18,0.28,1.1,0.1,0.22,0.32,1.1,0.12,0.25,0.38,1.2,0.13,0.29,0.42,1.3,0.13,0.31,0.46,1.4,0.14,0.35,0.51,1.4
"-42.5~173.7","-42.5~173.7","1/50",6.8,"19.0",0.14,0.31,0.28,1.3,0.16,0.35,0.34,1.3,0.19,0.4,0.4,1.4,0.2,0.44,0.46,1.5,0.2,0.46,0.52,1.6,0.21,0.5,0.58,1.8
"-42.5~173.7","-42.5~173.7","1/100",7.1,"19.0",0.22,0.49,0.29,1.5,0.26,0.55,0.36,1.5,0.29,0.6,0.43,1.7,0.29,0.64,0.52,1.8,0.28,0.66,0.57,2.0,0.28,0.69,0.66,2.2
"-42.5~173.7","-42.5~173.7","1/250",7.4,"19.0",0.4,0.86,0.31,1.7,0.45,0.95,0.38,1.8,0.48,0.99,0.48,1.9,0.45,1.0,0.58,2.3,0.4,1.0,0.67,2.6,0.41,1.0,0.85,2.6
"-42.5~173.7","-42.5~173.7","1/500",7.6,"19.0",0.58,1.28,0.31,1.9,0.65,1.37,0.4,1.9,0.67,1.38,0.51,2.1,0.6,1.35,0.64,2.6,0.52,1.31,0.78,2.7,0.52,1.27,1.0,2.9
"-42.5~173.7","-42.5~173.7","1/1000",7.7,"19.0",0.83,1.85,0.31,1.9,0.9,1.92,0.41,1.9,0.91,1.87,0.54,2.2,0.77,1.76,0.7,2.8,0.65,1.67,0.89,2.8,0.64,1.59,1.2,2.8
"-42.5~173.7","-42.5~173.7","1/2500",7.8,"19.0",1.27,2.86,0.3,2.0,1.33,2.86,0.41,2.1,1.3,2.65,0.56,2.5,1.03,2.4,0.79,2.9,0.83,2.22,1.0,3.1,0.81,2.1,1.3,3.3
"-42.6~170.9","-42.6~170.9","1/25",6.6,"n/a",0.04,0.09,0.32,1.4,0.05,0.11,0.38,1.4,0.06,0.13,0.44,1.4,0.07,0.16,0.48,1.5,0.07,0.18,0.51,1.5,0.08,0.21,0.55,1.6
"-42.6~170.9","-42.6~170.9","1/50",6.9,"n/a",0.07,0.15,0.34,1.7,0.09,0.18,0.4,1.7,0.1,0.22,0.45,1.7,0.11,0.26,0.5,1.8,0.12,0.28,0.56,1.9,0.13,0.32,0.61,2.0
"-42.6~170.9","-42.6~170.9","1/100",7.1,"n/a",0.12,0.25,0.34,2.1,0.14,0.3,0.4,2.1,0.16,0.34,0.48,2.1,0.17,0.39,0.56,2.2,0.17,0.42,0.61,2.3,0.18,0.47,0.69,2.4
"-42.6~170.9","-42.6~170.9","1/250",7.4,"n/a",0.21,0.45,0.35,2.6,0.25,0.52,0.43,2.6,0.27,0.59,0.52,2.7,0.28,0.64,0.63,2.9,0.27,0.67,0.74,2.8,0.28,0.71,0.89,2.8
"-42.6~170.9","-42.6~170.9","1/500",7.5,">20",0.31,0.65,0.37,2.9,0.35,0.75,0.46,2.8,0.39,0.83,0.56,3.0,0.38,0.89,0.7,3.1,0.35,0.9,0.85,3.0,0.35,0.94,1.0,3.3
"-42.6~170.9","-42.6~170.9","1/1000",7.6,">20",0.42,0.91,0.38,3.2,0.48,1.04,0.48,2.9,0.52,1.12,0.6,3.2,0.49,1.17,0.78,3.2,0.43,1.18,0.94,3.2,0.44,1.21,1.2,3.1
"-42.6~170.9","-42.6~170.9","1/2500",7.7,">20",0.61,1.33,0.4,3.1,0.69,1.5,0.5,3.2,0.73,1.6,0.64,3.3,0.65,1.61,0.87,3.2,0.56,1.61,1.0,3.7,0.56,1.63,1.3,3.5
"-42.6~171.0","-42.6~171.0","1/25",6.6,"n/a",0.05,0.1,0.31,1.3,0.06,0.12,0.36,1.4,0.07,0.14,0.43,1.4,0.07,0.17,0.47,1.5,0.08,0.19,0.51,1.5,0.09,0.22,0.55,1.6
"-42.6~171.0","-42.6~171.0","1/50",6.9,"n/a",0.08,0.17,0.31,1.7,0.1,0.2,0.38,1.6,0.11,0.23,0.45,1.7,0.12,0.27,0.51,1.8,0.13,0.3,0.55,1.8,0.13,0.34,0.6,1.9
"-42.6~171.0","-42.6~171.0","1/100",7.1,"n/a",0.13,0.28,0.32,2.0,0.15,0.32,0.4,2.0,0.17,0.37,0.47,2.1,0.19,0.42,0.55,2.1,0.19,0.45,0.6,2.3,0.2,0.49,0.7,2.3
"-42.6~171.0","-42.6~171.0","1/250",7.4,"n/a",0.23,0.49,0.35,2.5,0.27,0.57,0.43,2.4,0.3,0.63,0.52,2.7,0.3,0.69,0.63,2.8,0.28,0.71,0.74,2.8,0.29,0.75,0.9,2.8
"-42.6~171.0","-42.6~171.0","1/500",7.5,">20",0.33,0.72,0.37,2.7,0.38,0.82,0.46,2.7,0.42,0.9,0.56,2.9,0.4,0.95,0.71,3.1,0.37,0.96,0.86,3.0,0.37,0.99,1.1,2.9
"-42.6~171.0","-42.6~171.0","1/1000",7.6,">20",0.46,1.0,0.39,2.8,0.53,1.14,0.48,2.9,0.57,1.22,0.61,3.1,0.52,1.26,0.79,3.2,0.46,1.26,0.96,3.2,0.46,1.28,1.2,3.3
"-42.6~171.0","-42.6~171.0","1/2500",7.7,">20",0.68,1.5,0.4,2.9,0.77,1.68,0.51,2.9,0.81,1.77,0.65,3.2,0.71,1.76,0.88,3.3,0.6,1.74,1.1,3.2,0.6,1.73,1.4,3.3
"-42.6~171.1","-42.6~171.1","1/25",6.6,"n/a",0.05,0.11,0.3,1.3,0.06,0.13,0.36,1.3,0.07,0.15,0.42,1.4,0.08,0.18,0.47,1.4,0.09,0.2,0.51,1.5,0.09,0.23,0.55,1.6
"-42.6~171.1","-42.6~171.1","1/50",6.8,"n/a",0.09,0.18,0.31,1.7,0.1,0.21,0.38,1.6,0.12,0.25,0.44,1.6,0.13,0.29,0.5,1.7,0.13,0.32,0.54,1.8,0.14,0.36,0.59,2.0
"-42.6~171.1","-42.6~171.1","1/100",7.1,"n/a",0.14,0.3,0.32,1.9,0.16,0.35,0.39,1.9,0.19,0.4,0.47,1.9,0.2,0.45,0.54,2.1,0.2,0.48,0.59,2.3,0.21,0.52,0.69,2.3
"-42.6~171.1","-42.6~171.1","1/250",7.4,"n/a",0.25,0.53,0.35,2.3,0.29,0.62,0.42,2.4,0.32,0.68,0.52,2.5,0.32,0.73,0.63,2.8,0.3,0.76,0.74,2.7,0.3,0.79,0.91,2.8
"-42.6~171.1","-42.6~171.1","1/500",7.5,">20",0.36,0.78,0.37,2.5,0.42,0.89,0.46,2.5,0.45,0.97,0.56,2.8,0.43,1.01,0.72,2.9,0.39,1.01,0.87,3.0,0.39,1.04,1.1,2.9
"-42.6~171.1","-42.6~171.1","1/1000",7.7,">20",0.51,1.1,0.38,2.6,0.58,1.24,0.48,2.6,0.61,1.31,0.6,3.1,0.56,1.34,0.8,3.0,0.49,1.33,0.97,3.1,0.49,1.34,1.2,3.3
"-42.6~171.1","-42.6~171.1","1/2500",7.7,">20",0.74,1.63,0.39,2.7,0.83,1.81,0.5,2.8,0.87,1.89,0.64,3.2,0.75,1.86,0.88,3.2,0.63,1.83,1.1,3.1,0.62,1.81,1.4,3.2
"-42.6~171.2","-42.6~171.2","1/25",6.6,"n/a",0.05,0.11,0.31,1.3,0.06,0.13,0.37,1.3,0.08,0.16,0.42,1.3,0.08,0.19,0.47,1.4,0.09,0.21,0.5,1.5,0.1,0.25,0.53,1.5
"-42.6~171.2","-42.6~171.2","1/50",6.8,"n/a",0.09,0.19,0.31,1.6,0.11,0.23,0.37,1.5,0.12,0.27,0.43,1.6,0.14,0.31,0.49,1.7,0.14,0.34,0.53,1.8,0.15,0.38,0.59,1.9
"-42.6~171.2","-42.6~171.2","1/100",7.1,"n/a",0.15,0.32,0.32,1.8,0.18,0.37,0.39,1.8,0.2,0.43,0.46,1.9,0.21,0.47,0.54,2.1,0.21,0.5,0.6,2.2,0.22,0.55,0.69,2.3
"-42.6~171.2","-42.6~171.2","1/250",7.4,"n/a",0.27,0.58,0.34,2.2,0.31,0.66,0.42,2.3,0.34,0.73,0.52,2.4,0.34,0.77,0.63,2.7,0.31,0.8,0.74,2.7,0.32,0.82,0.93,2.7
"-42.6~171.2","-42.6~171.2","1/500",7.6,">20",0.39,0.84,0.36,2.5,0.44,0.95,0.45,2.5,0.48,1.02,0.57,2.7,0.45,1.06,0.72,3.0,0.41,1.06,0.88,3.0,0.41,1.08,1.1,3.0
"-42.6~171.2","-42.6~171.2","1/1000",7.7,">20",0.53,1.16,0.38,2.6,0.61,1.31,0.48,2.6,0.64,1.38,0.6,3.0,0.58,1.4,0.8,3.1,0.51,1.38,0.98,3.2,0.5,1.39,1.2,3.4
"-42.6~171.2","-42.6~171.2","1/2500",7.7,">20",0.76,1.69,0.4,2.6,0.86,1.88,0.5,2.9,0.9,1.95,0.65,3.2,0.77,1.92,0.89,3.2,0.65,1.89,1.1,3.2,0.64,1.86,1.4,3.4
"-42.6~171.3","-42.6~171.3","1/25",6.6,"19.0",0.06,0.12,0.3,1.3,0.07,0.14,0.36,1.3,0.08,0.17,0.41,1.3,0.09,0.2,0.46,1.4,0.1,0.23,0.48,1.5,0.1,0.26,0.53,1.5
"-42.6~171.3","-42.6~171.3","1/50",6.8,"19.0",0.1,0.21,0.3,1.5,0.12,0.25,0.36,1.5,0.13,0.29,0.42,1.5,0.15,0.33,0.48,1.7,0.15,0.36,0.53,1.7,0.16,0.4,0.58,1.9
"-42.6~171.3","-42.6~171.3","1/100",7.1,"19.0",0.16,0.35,0.31,1.8,0.19,0.4,0.38,1.8,0.21,0.45,0.46,1.9,0.22,0.5,0.54,2.0,0.22,0.53,0.59,2.3,0.23,0.57,0.69,2.3
"-42.6~171.3","-42.6~171.3","1/250",7.4,"19.0",0.29,0.62,0.34,2.2,0.33,0.71,0.42,2.2,0.36,0.78,0.52,2.4,0.36,0.82,0.64,2.7,0.33,0.84,0.75,2.8,0.33,0.86,0.94,2.8
"-42.6~171.3","-42.6~171.3","1/500",7.6,"19.0",0.42,0.91,0.36,2.5,0.48,1.03,0.45,2.5,0.51,1.1,0.57,2.7,0.48,1.13,0.73,2.9,0.43,1.12,0.9,2.9,0.43,1.13,1.1,3.2
"-42.6~171.3","-42.6~171.3","1/1000",7.7,"19.0",0.58,1.26,0.38,2.6,0.65,1.42,0.48,2.6,0.69,1.48,0.61,3.0,0.61,1.48,0.82,3.1,0.53,1.46,1.0,3.2,0.53,1.46,1.3,3.1
"-42.6~171.3","-42.6~171.3","1/2500",7.8,"19.0",0.82,1.82,0.4,2.7,0.92,2.02,0.5,3.0,0.96,2.09,0.66,3.2,0.81,2.04,0.9,3.3,0.68,1.99,1.1,3.5,0.67,1.94,1.5,3.2
"-42.6~171.4","-42.6~171.4","1/25",6.6,"15.0",0.06,0.13,0.29,1.2,0.07,0.15,0.36,1.2,0.09,0.18,0.41,1.3,0.1,0.22,0.44,1.4,0.1,0.24,0.48,1.4,0.11,0.27,0.53,1.5
"-42.6~171.4","-42.6~171.4","1/50",6.8,"15.0",0.11,0.22,0.3,1.5,0.12,0.26,0.36,1.4,0.14,0.3,0.42,1.6,0.15,0.35,0.48,1.6,0.16,0.37,0.54,1.7,0.17,0.41,0.59,1.9
"-42.6~171.4","-42.6~171.4","1/100",7.1,"15.0",0.17,0.37,0.31,1.7,0.2,0.43,0.38,1.7,0.23,0.48,0.46,1.8,0.24,0.53,0.54,2.0,0.23,0.56,0.59,2.2,0.24,0.59,0.7,2.3
"-42.6~171.4","-42.6~171.4","1/250",7.4,"15.0",0.31,0.68,0.34,2.1,0.36,0.77,0.42,2.2,0.39,0.83,0.53,2.3,0.38,0.87,0.65,2.6,0.35,0.88,0.77,2.8,0.35,0.9,0.97,2.8
"-42.6~171.4","-42.6~171.4","1/500",7.6,"15.0",0.46,0.99,0.36,2.5,0.52,1.12,0.46,2.3,0.56,1.18,0.58,2.7,0.51,1.2,0.75,3.0,0.45,1.18,0.93,3.0,0.45,1.19,1.2,2.9
"-42.6~171.4","-42.6~171.4","1/1000",7.7,"15.0",0.63,1.38,0.38,2.6,0.71,1.55,0.48,2.6,0.75,1.61,0.61,3.1,0.65,1.58,0.84,3.2,0.56,1.55,1.0,3.5,0.55,1.53,1.3,3.5
"-42.6~171.4","-42.6~171.4","1/2500",7.8,"15.0",0.9,2.0,0.4,2.8,1.01,2.21,0.51,2.9,1.04,2.26,0.67,3.2,0.87,2.19,0.92,3.4,0.72,2.13,1.1,3.7,0.7,2.04,1.5,3.6
"-42.6~171.5","-42.6~171.5","1/25",6.6,"10.0",0.07,0.14,0.28,1.2,0.08,0.16,0.35,1.2,0.09,0.19,0.4,1.3,0.1,0.23,0.44,1.3,0.11,0.25,0.48,1.4,0.11,0.28,0.53,1.5
"-42.6~171.5","-42.6~171.5","1/50",6.8,"10.0",0.11,0.24,0.29,1.4,0.13,0.28,0.35,1.4,0.15,0.32,0.41,1.5,0.16,0.36,0.48,1.6,0.16,0.39,0.53,1.7,0.17,0.43,0.59,1.8
"-42.6~171.5","-42.6~171.5","1/100",7.1,"10.0",0.18,0.39,0.31,1.7,0.21,0.45,0.38,1.7,0.24,0.51,0.45,1.8,0.25,0.55,0.54,2.0,0.24,0.58,0.6,2.2,0.24,0.61,0.71,2.3
"-42.6~171.5","-42.6~171.5","1/250",7.5,"10.0",0.34,0.73,0.34,2.1,0.39,0.82,0.43,2.1,0.42,0.88,0.53,2.3,0.4,0.92,0.65,2.7,0.36,0.92,0.79,2.7,0.36,0.93,1.0,2.8
"-42.6~171.5","-42.6~171.5","1/500",7.7,"10.0",0.5,1.08,0.37,2.2,0.56,1.21,0.46,2.4,0.6,1.27,0.58,2.8,0.54,1.27,0.77,3.0,0.47,1.25,0.95,3.0,0.47,1.24,1.2,3.2
"-42.6~171.5","-42.6~171.5","1/1000",7.8,"10.0",0.69,1.52,0.38,2.6,0.78,1.69,0.49,2.6,0.81,1.74,0.62,3.1,0.7,1.69,0.87,3.1,0.59,1.64,1.1,3.1,0.58,1.6,1.4,3.3
"-42.6~171.5","-42.6~171.5","1/2500",7.9,"10.0",0.99,2.22,0.4,2.8,1.11,2.43,0.52,2.8,1.13,2.47,0.68,3.3,0.92,2.36,0.95,3.4,0.76,2.27,1.2,3.4,0.73,2.13,1.6,3.5
"-42.6~171.6","-42.6~171.6","1/25",6.6,"6.0",0.07,0.14,0.29,1.2,0.08,0.17,0.34,1.2,0.09,0.2,0.4,1.2,0.1,0.23,0.45,1.4,0.11,0.26,0.48,1.4,0.12,0.29,0.53,1.5
"-42.6~171.6","-42.6~171.6","1/50",6.8,"6.0",0.12,0.25,0.29,1.4,0.14,0.29,0.35,1.4,0.15,0.33,0.42,1.4,0.17,0.38,0.47,1.6,0.17,0.4,0.53,1.7,0.18,0.44,0.59,1.8
"-42.6~171.6","-42.6~171.6","1/100",7.1,"6.0",0.19,0.41,0.31,1.6,0.22,0.47,0.38,1.7,0.25,0.53,0.45,1.8,0.26,0.57,0.54,2.0,0.25,0.6,0.6,2.2,0.25,0.63,0.71,2.3
"-42.6~171.6","-42.6~171.6","1/250",7.5,"6.0",0.36,0.78,0.34,2.1,0.41,0.88,0.43,2.1,0.44,0.94,0.53,2.4,0.42,0.96,0.67,2.7,0.38,0.96,0.81,2.8,0.38,0.96,1.0,3.0
"-42.6~171.6","-42.6~171.6","1/500",7.7,"6.0",0.54,1.18,0.37,2.3,0.62,1.32,0.47,2.3,0.65,1.37,0.6,2.7,0.57,1.35,0.8,3.0,0.5,1.32,0.99,3.1,0.49,1.3,1.3,3.1
"-42.6~171.6","-42.6~171.6","1/1000",7.8,"6.0",0.77,1.7,0.39,2.5,0.87,1.88,0.5,2.6,0.9,1.92,0.64,3.1,0.76,1.85,0.89,3.3,0.63,1.78,1.1,3.4,0.61,1.69,1.5,3.4
"-42.6~171.6","-42.6~171.6","1/2500",7.9,"6.0",1.14,2.55,0.41,2.6,1.27,2.77,0.53,2.8,1.28,2.78,0.7,3.3,1.02,2.63,0.98,3.5,0.82,2.49,1.3,3.2,0.78,2.28,1.7,3.7
"-42.6~171.7","-42.6~171.7","1/25",6.6,"2.0",0.07,0.15,0.28,1.2,0.08,0.18,0.33,1.2,0.1,0.21,0.39,1.2,0.11,0.24,0.44,1.4,0.11,0.27,0.47,1.4,0.12,0.3,0.53,1.5
